日付,基準価額
20151113,15450
20151116,15277
20151117,15473
20151118,15571
20151119,15711
20151120,15751
20151124,15852
20151125,15719
20151126,15806
20151127,15812
20151130,15916
20151201,15875
20151202,16088
20151203,15858
20151204,15608
20151207,15854
20151208,15829
20151209,15762
20151210,15527
20151211,15438
20151214,15245
20151215,15299
20151216,15522
20151217,15888
20151218,15829
20151221,15547
20151222,15555
20151224,15727
20151225,15651
20151228,15699
20151229,15738
20151230,15919
20160104,15675
20160105,15330
20160106,15515
20160107,15382
20160108,15009
20160112,14845
20160113,14792
20160114,14619
20160115,14622
20160118,14350
20160119,14389
20160120,14493
20160121,14120
20160122,14269
20160125,14725
20160126,14604
20160127,14877
20160128,14709
20160129,14923
20160201,15220
20160202,15239
20160203,14933
20160204,14832
20160205,14762
20160208,14524
20160209,13970
20160210,13657
20160212,13315
20160215,13522
20160216,13752
20160217,13868
20160218,13960
20160219,13949
20160222,14000
20160223,14088
